FLOPs,Loss,Accuracy
91176000000,0.023030509084463118,0.113125
182352000000,0.023011371970176695,0.113125
273528000000,0.023009787529706956,0.113125
364704000000,0.023010041028261183,0.113125
455880000000,0.023009707570075987,0.113125
547056000000,0.023009796887636186,0.113125
638232000000,0.023009454548358916,0.113125
729408000000,0.02301010474562645,0.113125
820584000000,0.02301017087697983,0.113125
911760000000,0.02300938680768013,0.113125
1002936000000,0.023010019958019257,0.113125
1094112000000,0.023009506672620774,0.113125
1185288000000,0.023009426087141037,0.113125
1276464000000,0.023009878069162368,0.113125
1367640000000,0.023009458273649214,0.113125
1458816000000,0.023009342759847642,0.113125
1549992000000,0.02300930491089821,0.113125
1641168000000,0.023010488599538803,0.113125
1732344000000,0.023010307610034943,0.113125
1823520000000,0.023009566903114318,0.113125
1914696000000,0.02301027062535286,0.113125
2005872000000,0.023010043799877165,0.113125
2097048000000,0.023009924083948134,0.113125
2188224000000,0.02300947153568268,0.113125
2279400000000,0.02300969186425209,0.113125
2370576000000,0.023009804993867875,0.113125
2461752000000,0.023009572684764862,0.113125
2552928000000,0.02300935849547386,0.113125
2644104000000,0.02300952687859535,0.113125
2735280000000,0.023009796142578125,0.113125
2826456000000,0.023009930908679962,0.113125
2917632000000,0.023010068356990813,0.113125
3008808000000,0.02301009526848793,0.113125
3099984000000,0.02300997605919838,0.113125
3191160000000,0.023009559512138365,0.113125
3282336000000,0.023009869128465654,0.113125
3373512000000,0.02300961235165596,0.113125
3464688000000,0.023009281545877457,0.113125
3555864000000,0.023009333699941636,0.113125
3647040000000,0.023009357422590256,0.113125
3738216000000,0.023009042501449584,0.113125
3829392000000,0.023009390503168105,0.113125
3920568000000,0.02300967800617218,0.113125
4011744000000,0.023009353697299957,0.113125
4102920000000,0.02300890854001045,0.113125
4194096000000,0.023009520679712295,0.113125
4285272000000,0.023009250313043593,0.113125
4376448000000,0.02300954008102417,0.113125
4467624000000,0.023009469300508498,0.113125
4558800000000,0.023009660720825196,0.113125
4649976000000,0.02300950250029564,0.113125
4741152000000,0.02300904729962349,0.113125
4832328000000,0.02300965243577957,0.113125
4923504000000,0.023009643018245696,0.113125
5014680000000,0.023009937703609467,0.113125
5105856000000,0.023010748952627183,0.113125
5197032000000,0.023010154098272322,0.113125
5288208000000,0.02300950664281845,0.113125
5379384000000,0.02300959876179695,0.113125
5470560000000,0.023009609609842302,0.113125
5561736000000,0.0230095691382885,0.113125
5652912000000,0.023009212970733644,0.113125
5744088000000,0.02300971230864525,0.113125
5835264000000,0.023010168105363847,0.113125
5926440000000,0.023009711444377898,0.113125
6017616000000,0.023009486347436905,0.113125
6108792000000,0.02300997033715248,0.113125
6199968000000,0.023009476125240326,0.113125
6291144000000,0.023009695082902907,0.113125
6382320000000,0.023008944928646087,0.113125
6473496000000,0.0230092491209507,0.113125
6564672000000,0.023009313046932222,0.113125
6655848000000,0.023009700000286102,0.113125
6747024000000,0.023009316712617873,0.113125
6838200000000,0.023010004103183747,0.113125
6929376000000,0.02300925612449646,0.113125
7020552000000,0.02300986546278,0.113125
7111728000000,0.0230094056725502,0.113125
7202904000000,0.023009497106075288,0.113125
7294080000000,0.02301007553935051,0.113125
7385256000000,0.023009121000766755,0.113125
7476432000000,0.023009162932634355,0.113125
7567608000000,0.02300948417186737,0.113125
7658784000000,0.02300945183634758,0.113125
7749960000000,0.023010246336460115,0.113125
7841136000000,0.023009734243154525,0.113125
7932312000000,0.023009624034166336,0.113125
8023488000000,0.02300971335172653,0.113125
