FLOPs,Loss,Accuracy
52603200000,0.023012852251529693,0.132125
105206400000,0.022995689153671263,0.188375
157809600000,0.02297729378938675,0.199625
210412800000,0.022956606119871138,0.200125
263016000000,0.02293223559856415,0.201625
315619200000,0.022902109414339067,0.2035
368222400000,0.022863246500492096,0.208375
420825600000,0.022810615807771682,0.222875
473428800000,0.022740083158016206,0.2595
526032000000,0.022640499413013458,0.31875
578635200000,0.02248718845844269,0.37025
631238400000,0.02222681975364685,0.4555
683841600000,0.02175205937027931,0.512625
736444800000,0.020752953380346297,0.553375
789048000000,0.018259598076343538,0.635625
841651200000,0.013090998560190201,0.712875
894254400000,0.008794563494622707,0.78075
946857600000,0.006984938770532608,0.811125
999460800000,0.006124707587063313,0.829375
1052064000000,0.005580772202461958,0.8445
1104667200000,0.005195027835667133,0.853375
1157270400000,0.004884278289973736,0.862
1209873600000,0.004659919377416373,0.869375
1262476800000,0.004432615090161562,0.87425
1315080000000,0.004287044681608677,0.8785
1367683200000,0.004109893772751093,0.880625
1420286400000,0.0039692364186048506,0.884875
1472889600000,0.003836867256090045,0.88825
1525492800000,0.003757254956290126,0.888875
1578096000000,0.0036144434958696363,0.892125
1630699200000,0.003507669081911445,0.8965
1683302400000,0.0034260374046862123,0.89825
1735905600000,0.0033579800575971605,0.900875
1788508800000,0.003309891568496823,0.901
1841112000000,0.0032236663773655893,0.908625
1893715200000,0.0031961529590189457,0.90825
1946318400000,0.003071704875677824,0.913
1998921600000,0.0030478808116167783,0.912125
2051524800000,0.0029313788991421463,0.91275
2104128000000,0.0028753591217100622,0.91525
2156731200000,0.002836342480033636,0.917875
2209334400000,0.0027672360092401505,0.91925
2261937600000,0.002752390006557107,0.920125
2314540800000,0.002682626498863101,0.92275
2367144000000,0.0026251970790326594,0.923875
2419747200000,0.0025790469348430634,0.92625
2472350400000,0.0025620443215593697,0.925375
2524953600000,0.0024989639818668364,0.92875
2577556800000,0.002444972712546587,0.929
2630160000000,0.002401094204746187,0.9285
2682763200000,0.002384820893406868,0.931
2735366400000,0.002311581837013364,0.932875
2787969600000,0.0022930725645273924,0.933
2840572800000,0.002249542459845543,0.93525
2893176000000,0.002234059398062527,0.93475
2945779200000,0.002181822166778147,0.9365
2998382400000,0.0021733537651598455,0.937625
3050985600000,0.0021263922825455668,0.938375
3103588800000,0.0021030393755063414,0.9375
3156192000000,0.002089284345507622,0.93925
3208795200000,0.002043462432920933,0.93975
3261398400000,0.0020608722027391194,0.939875
3314001600000,0.002019848411437124,0.93975
3366604800000,0.0019972012848593294,0.941375
3419208000000,0.0019422123408876358,0.94225
3471811200000,0.0019094351455569267,0.943
3524414400000,0.0019064388242550194,0.943
3577017600000,0.0019445115556009113,0.943125
3629620800000,0.0018708928492851555,0.94375
3682224000000,0.0018384866369888187,0.945125
3734827200000,0.0018592108068987727,0.94525
3787430400000,0.00181106834160164,0.94425
3840033600000,0.0017965198173187672,0.947625
3892636800000,0.0017874491605907679,0.94725
3945240000000,0.0017767136790789663,0.948
3997843200000,0.0017320006927475334,0.9485
4050446400000,0.0017080623363144695,0.948625
4103049600000,0.0016958907856605948,0.949
4155652800000,0.0016950181047432125,0.950875
4208256000000,0.001664496963378042,0.950375
4260859200000,0.001678418577183038,0.951625
4313462400000,0.0016774610965512692,0.9515
4366065600000,0.0016317424750886857,0.950875
4418668800000,0.0016189779392443598,0.953375
4471272000000,0.0016601864635013043,0.948875
4523875200000,0.0016080080475658178,0.952125
4576478400000,0.0015685178469866513,0.95425
4629081600000,0.0015860988898202778,0.952625
4681684800000,0.0015702320211566985,0.95225
4734288000000,0.0015493829497136176,0.954
4786891200000,0.0015196410296484828,0.9555
4839494400000,0.0015420927666127682,0.953875
4892097600000,0.0015206781709566713,0.95525
4944700800000,0.0014863097043707966,0.955375
4997304000000,0.0014740365287289024,0.956625
5049907200000,0.0014829366714693606,0.95625
5102510400000,0.00146301628369838,0.95625
5155113600000,0.0014534842055290936,0.957
5207716800000,0.0014424075908027589,0.957625
5260320000000,0.0014331710643600672,0.958625
5312923200000,0.0014161813168320804,0.95825
5365526400000,0.0014120865422300995,0.958875
5418129600000,0.0013992820826824754,0.959625
5470732800000,0.0014018659961875528,0.957375
5523336000000,0.0013867289072368293,0.96
5575939200000,0.0014044634036254138,0.96025
5628542400000,0.0013796080274041742,0.958375
5681145600000,0.0013351358328945935,0.95975
5733748800000,0.0013577912445180119,0.958875
5786352000000,0.0013403410254977644,0.961375
5838955200000,0.001313577304361388,0.960625
5891558400000,0.0013139080912806093,0.960625
5944161600000,0.0013140406473539769,0.961
5996764800000,0.0013149805357679724,0.96025
6049368000000,0.0012976008243858815,0.9605
6101971200000,0.0013248648687731474,0.960125
6154574400000,0.0013162101074121893,0.962375
6207177600000,0.0012577096610330045,0.9625
6259780800000,0.0012961528105661273,0.964
6312384000000,0.0012603406358975917,0.962125
6364987200000,0.0012549779508262873,0.96275
6417590400000,0.0012333704626653343,0.963
6470193600000,0.0012199103012681008,0.9635
6522796800000,0.0012164939655922354,0.963125
6575400000000,0.0012280434891581535,0.9635
6628003200000,0.001200792029267177,0.963875
6680606400000,0.0012661706949584186,0.96125
6733209600000,0.0012338847173377872,0.963125
6785812800000,0.0012150348138529807,0.963375
6838416000000,0.0011748016600031405,0.96575
6891019200000,0.001160363827366382,0.96575
6943622400000,0.0011885168231092393,0.96475
6996225600000,0.0011583907764870674,0.964625
7048828800000,0.0011459863022901119,0.965625
7101432000000,0.0011567608744371682,0.966875
7154035200000,0.001149053944274783,0.96675
7206638400000,0.0011383628398180007,0.966
7259241600000,0.001154872483573854,0.96625
7311844800000,0.0011098268986679614,0.96675
7364448000000,0.0011136205971706658,0.96625
7417051200000,0.0010970935355871915,0.967625
7469654400000,0.001104279159801081,0.965625
7522257600000,0.0011081078255083413,0.968125
7574860800000,0.001112170577282086,0.968125
7627464000000,0.0010799646631348878,0.96775
7680067200000,0.0010694472240284085,0.967875
7732670400000,0.0010736908707767725,0.966375
